survey,last3letters,var_names,n_waves,which_waves,n_different_var_label,var_label_across_waves,n_different_value_labels,value_labels_across_waves,n_different_var_type,var_type_across_waves
Work & Schooling,334,cw08a334; cw09b334; cw10c334; cw11d334; cw12e334; cw13f334; cw14g334; cw15h334; cw16i334; cw17j334; cw18k334; cw19l334; cw20m334,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want to work less hours,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,335,cw08a335; cw09b335; cw10c335; cw11d335; cw12e335; cw13f335; cw14g335; cw15h335; cw16i335; cw17j335; cw18k335; cw19l335; cw20m335,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want to work more hours,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,336,cw08a336; cw09b336; cw10c336; cw11d336; cw12e336; cw13f336; cw14g336; cw15h336; cw16i336; cw17j336; cw18k336; cw19l336; cw20m336,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,For what reason(s) are you looking for another job? - I don’t like my current job -- AND -- For what reason(s) are you looking for another job? - I don't like my current job,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,337,cw08a337; cw09b337; cw10c337; cw11d337; cw12e337; cw13f337; cw14g337; cw15h337; cw16i337; cw17j337; cw18k337; cw19l337; cw20m337,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - I want a job that offers more security,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,338,cw08a338; cw09b338; cw10c338; cw11d338; cw12e338; cw13f338; cw14g338; cw15h338; cw16i338; cw17j338; cw18k338; cw19l338; cw20m338,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - due to changed circumstances at home,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,339,cw08a339; cw09b339; cw10c339; cw11d339; cw12e339; cw13f339; cw14g339; cw15h339; cw16i339; cw17j339; cw18k339; cw19l339; cw20m339,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,For what reason(s) are you looking for another job? - other,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,340,cw08a340; cw09b340; cw10c340; cw11d340; cw12e340; cw13f340; cw14g340; cw15h340; cw16i340; cw17j340; cw18k340; cw19l340; cw20m340,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,Since what year have (had) you been looking for (other) work?,1,NULL,1,numeric
Work & Schooling,341,cw08a341; cw09b341; cw10c341; cw11d341; cw12e341; cw13f341; cw14g341; cw15h341; cw16i341; cw17j341; cw18k341; cw19l341; cw20m341,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,And since what month?,2,"c(January = 1, February = 2, March = 3, April = 4, May = 5, June = 6, July = 7, August = 8, September = 9, October = 10, November = 11, December = 12, `I don’t know` = 999) -- AND -- c(January = 1, February = 2, March = 3, April = 4, May = 5, June = 6, July = 7, August = 8, September = 9, October = 10, November = 11, December = 12, `I don't know` = 999)",1,categorical
Work & Schooling,342,cw08a342; cw09b342; cw10c342; cw11d342; cw12e342; cw13f342; cw14g342; cw15h342; cw16i342; cw17j342; cw18k342; cw19l342; cw20m342,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - responded to job vacancies,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,343,cw08a343; cw09b343; cw10c343; cw11d343; cw12e343; cw13f343; cw14g343; cw15h343; cw16i343; cw17j343; cw18k343; cw19l343; cw20m343,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - placed personal advertisements,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,344,cw08a344; cw09b344; cw10c344; cw11d344; cw12e344; cw13f344; cw14g344; cw15h344; cw16i344; cw17j344; cw18k344; cw19l344; cw20m344,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - personally inquired at employers,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,345,cw08a345; cw09b345; cw10c345; cw11d345; cw12e345; cw13f345; cw14g345; cw15h345; cw16i345; cw17j345; cw18k345; cw19l345; cw20m345,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - through friends and relations,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,346,cw08a346; cw09b346; cw10c346; cw11d346; cw12e346; cw13f346; cw14g346; cw15h346; cw16i346; cw17j346; cw18k346; cw19l346; cw20m346,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,In what way have you been seeking work over the past two months? - through job agencies -- AND -- In what way have you been seeking work over the past two months? - through job agencies (UWV),2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,347,cw08a347; cw09b347; cw10c347; cw11d347; cw12e347; cw13f347; cw14g347; cw15h347; cw16i347; cw17j347; cw18k347; cw19l347; cw20m347,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - through temp-staffing agencies,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,348,cw08a348; cw09b348; cw10c348; cw11d348; cw12e348; cw13f348; cw14g348; cw15h348; cw16i348; cw17j348; cw18k348; cw19l348; cw20m348,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - placed/updated CV on the internet,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,349,cw08a349; cw09b349; cw10c349; cw11d349; cw12e349; cw13f349; cw14g349; cw15h349; cw16i349; cw17j349; cw18k349; cw19l349; cw20m349,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,In what way have you been seeking work over the past two months? - actively engaged with job coach -- AND -- In what way have you been seeking work over the past two months? - active accompaniment by job coach -- AND -- In what way have you been seeking work over the past two months? - active accompaniment by (job) coach,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,350,cw08a350; cw09b350; cw10c350; cw11d350; cw12e350; cw13f350; cw14g350; cw15h350; cw16i350; cw17j350; cw18k350; cw19l350; cw20m350,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - tracked job vacancy adverts,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,351,cw08a351; cw09b351; cw10c351; cw11d351; cw12e351; cw13f351; cw14g351; cw15h351; cw16i351; cw17j351; cw18k351; cw19l351; cw20m351,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - in another way,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,352,cw08a352; cw09b352; cw10c352; cw11d352; cw12e352; cw13f352; cw14g352; cw15h352; cw16i352; cw17j352; cw18k352; cw19l352; cw20m352,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,In what way have you been seeking work over the past two months? - I did not seek work over the past two months,2,"c(no = 0, yes = 1) -- AND -- c(No = 0, Yes = 1)",1,categorical
Work & Schooling,353,cw08a353; cw09b353; cw10c353; cw11d353; cw12e353; cw13f353; cw14g353; cw15h353; cw16i353; cw17j353; cw18k353; cw19l353; cw20m353,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,"How often have you applied for a job over the past 2 months (in writing, by telephone or internet)? -- AND -- How often have you applied for a job over the past 2 months (in writing, by telephone, by e-mail or internet)?",1,NULL,1,numeric
Work & Schooling,354,cw08a354; cw09b354; cw10c354; cw11d354; cw12e354; cw13f354; cw14g354; cw15h354; cw16i354; cw17j354; cw18k354; cw19l354; cw20m354,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,What is the main reason that you did not make any effort to find work over the past two months?,2,"c(`I didn’t see any suitable vacancies or adverts` = 1, `I don’t think there’s a suitable job for me` = 2, `I have found a job, but haven’t started yet` = 3, `I am waiting for (the result of) a job interview or application` = 4, `other reason` = 5, `I don’t know` = 99) -- AND -- c(`I didn't see any suitable vacancies or adverts` = 1, `I don't think there's a suitable job for me` = 2, `I have found a job, but haven't started yet` = 3, `I am waiting for (the result of) a job interview or application` = 4, `other reason` = 5, `I don't know` = 99)",1,categorical
Work & Schooling,355,cw08a355; cw09b355; cw10c355; cw11d355; cw12e355; cw13f355; cw14g355; cw15h355; cw16i355; cw17j355; cw18k355; cw19l355; cw20m355,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",1,"Suppose a suitable job was available, would you be able to start within 2 weeks?",2,"c(yes = 1, no = 2, `I don’t know` = 99) -- AND -- c(Yes = 1, No = 2, `I don't know` = 99)",1,categorical
Work & Schooling,356,cw08a356; cw09b356; cw10c356; cw11d356; cw12e356; cw13f356; cw14g356; cw15h356; cw16i356; cw17j356; cw18k356; cw19l356; cw20m356,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,How many hours per week do you want to work in the (a) new job? -- AND -- How many hours per week do you want to work in [the/a] new job?,1,NULL,1,numeric
Work & Schooling,357,cw08a357; cw09b357; cw10c357; cw11d357; cw12e357; cw13f357; cw14g357; cw15h357; cw16i357; cw17j357; cw18k357; cw19l357; cw20m357,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,How many hours per week do you expect to have to work in the (a) new job? -- AND -- How many hours per week do you expect to have to work in [the/a] new job?,1,NULL,1,numeric
Work & Schooling,358,cw08a358; cw09b358; cw10c358; cw11d358; cw12e358; cw13f358; cw14g358; cw15h358; cw16i358; cw17j358; cw18k358; cw19l358; cw20m358,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,Within what period do you expect to find the kind of job you’re looking for? -- AND -- Within what period do you expect to find the kind of job you're looking for?,1,"c(`within 1 or 2 weeks` = 1, `within 1 month` = 2, `within 3 months` = 3, `within half a year` = 4, `within 1 year` = 5, `not within one year` = 6, never = 7)",1,categorical
Work & Schooling,359,cw08a359; cw09b359; cw10c359; cw11d359; cw12e359; cw13f359; cw14g359; cw15h359; cw16i359; cw17j359; cw18k359; cw19l359; cw20m359,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,What net wages do you expect to receive in the (a) new job? - amount -- AND -- What net wages do you expect to receive in the (a) new job? - amount in whole euros -- AND -- What net wages do you expect to receive in [the/a] new job? - Amount in whole euros,1,NULL,1,numeric
Work & Schooling,360,cw08a360; cw09b360; cw10c360; cw11d360; cw12e360; cw13f360; cw14g360; cw15h360; cw16i360; cw17j360; cw18k360; cw19l360; cw20m360,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",2,What net wages do you expect to receive in the (a) new job? - period -- AND -- What net wages do you expect to receive in [the/a] new job? - Period,2,"c(`per week` = 1, `per 4 weeks` = 2, `per month` = 3, `per year` = 4) -- AND -- c(`I don't know` = -9, `I prefer not to say` = -8, `per week` = 1, `per 4 weeks` = 2, `per month` = 3, `per year` = 4)",1,categorical
Work & Schooling,361,cw08a361; cw09b361; cw10c361; cw11d361; cw12e361; cw13f361; cw14g361; cw15h361; cw16i361; cw17j361; cw18k361; cw19l361,12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",2,What net wages do you expect to receive in the (a) new job? - I don’t know -- AND -- What net wages do you expect to receive in [the/a] new job? - I don’t know,1,c(yes = 1),1,categorical
Work & Schooling,362,cw08a362; cw09b362; cw10c362; cw11d362; cw12e362; cw13f362; cw14g362; cw15h362; cw16i362; cw17j362; cw18k362; cw19l362; cw20m362,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",4,"What would then be the minimum net wage that this person would need to offer, for you to accept the job? - amount (Please give your answer in whole euros) -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - amount (Please give your answer in whole euros) -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - amount in whole euros -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - Amount in whole euros",1,NULL,1,numeric
Work & Schooling,363,cw08a363; cw09b363; cw10c363; cw11d363; cw12e363; cw13f363; cw14g363; cw15h363; cw16i363; cw17j363; cw18k363; cw19l363; cw20m363,13,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",3,"What would then be the minimum net wage that this person would need to offer, for you to accept the job? - period -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - period -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - Period",2,"c(`per week` = 1, `per 4 weeks` = 2, `per month` = 3, `per year` = 4) -- AND -- c(`I don't know` = -9, `I prefer not to say` = -8, `per week` = 1, `per 4 weeks` = 2, `per month` = 3, `per year` = 4)",1,categorical
Work & Schooling,364,cw08a364; cw09b364; cw10c364; cw11d364; cw12e364; cw13f364; cw14g364; cw15h364; cw16i364; cw17j364; cw18k364; cw19l364,12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",2,"What would then be the minimum net wage that this person would need to offer, for you to accept the job? - I don't know -- AND -- What would then be the minimum net wage for that amount of hours that this person would need to offer, for you to accept the job? - I don't know",1,c(yes = 1),1,categorical
